source_country,destination_country,source_airport,source_lat,source_lon,destination_lat,destination_lon,destination_airport,num_direct_flights,num_connecting_flights
China,China,Xi'an Xianyang International Airport,34.447102,108.751999,24.54400063,118.1279984,Xiamen Gaoqi International Airport,7,0
China,China,Xiamen Gaoqi International Airport,24.54400063,118.1279984,34.447102,108.751999,Xi'an Xianyang International Airport,7,0
India,India,Chhatrapati Shivaji International Airport,19.08869934,72.86789703,10.152,76.401901,Cochin International Airport,7,0
India,India,Cochin International Airport,10.152,76.401901,19.08869934,72.86789703,Chhatrapati Shivaji International Airport,7,0
China,China,Hangzhou Xiaoshan International Airport,30.22949982,120.4339981,19.93490028,110.4589996,Haikou Meilan International Airport,7,0
China,China,Zhengzhou Xinzheng International Airport,34.5196991,113.8410034,26.53849983,106.8010025,Longdongbao Airport,7,0
China,China,Longdongbao Airport,26.53849983,106.8010025,34.5196991,113.8410034,Zhengzhou Xinzheng International Airport,7,0
China,China,Yaoqiang Airport,36.85720062,117.2160034,30.57850075,103.9469986,Chengdu Shuangliu International Airport,7,0
China,China,Hefei Luogang International Airport,31.78000069,117.2979965,24.54400063,118.1279984,Xiamen Gaoqi International Airport,7,0
China,China,Xiamen Gaoqi International Airport,24.54400063,118.1279984,31.78000069,117.2979965,Hefei Luogang International Airport,7,0
China,China,Yinchuan Airport,38.481899,106.009003,40.08010101,116.5849991,Beijing Capital International Airport,7,0
Mexico,United States,Don Miguel Hidalgo Y Costilla International Airport,20.52179909,-103.310997,33.94250107,-118.4079971,Los Angeles International Airport,7,0
United States,Mexico,Los Angeles International Airport,33.94250107,-118.4079971,20.52179909,-103.310997,Don Miguel Hidalgo Y Costilla International Airport,7,0
China,China,Zhengzhou Xinzheng International Airport,34.5196991,113.8410034,45.62340164,126.25,Taiping Airport,7,0
China,China,Chongqing Jiangbei International Airport,29.71920013,106.6419983,36.5275,102.042999,Xining Caojiabu Airport,7,0
China,China,Xining Caojiabu Airport,36.5275,102.042999,29.71920013,106.6419983,Chongqing Jiangbei International Airport,7,0
United States,Mexico,Miami International Airport,25.79319954,-80.29060364,19.4363,-99.072098,Licenciado Benito Juarez International Airport,7,0
India,Singapore,Chennai International Airport,12.99000549,80.16929626,1.35019,103.994003,Singapore Changi Airport,7,0
Singapore,India,Singapore Changi Airport,1.35019,103.994003,12.99000549,80.16929626,Chennai International Airport,7,0
China,China,Hangzhou Xiaoshan International Airport,30.22949982,120.4339981,41.63980103,123.4830017,Taoxian Airport,7,0
China,China,Hangzhou Xiaoshan International Airport,30.22949982,120.4339981,22.63929939,113.810997,Shenzhen Bao'an International Airport,7,0
China,China,Changsha Huanghua International Airport,28.18919945,113.2200012,34.447102,108.751999,Xi'an Xianyang International Airport,7,0
China,China,Taiping Airport,45.62340164,126.25,36.85720062,117.2160034,Yaoqiang Airport,7,0
China,China,Yaoqiang Airport,36.85720062,117.2160034,45.62340164,126.25,Taiping Airport,7,0
China,China,Xi'an Xianyang International Airport,34.447102,108.751999,28.18919945,113.2200012,Changsha Huanghua International Airport,7,0
Egypt,Saudi Arabia,Borg El Arab International Airport,30.91769981,29.69639969,21.6796,39.156502,King Abdulaziz International Airport,7,0
China,China,Hangzhou Xiaoshan International Airport,30.22949982,120.4339981,34.447102,108.751999,Xi'an Xianyang International Airport,7,0
China,China,Xi'an Xianyang International Airport,34.447102,108.751999,30.22949982,120.4339981,Hangzhou Xiaoshan International Airport,7,0
United States,Mexico,Los Angeles International Airport,33.94250107,-118.4079971,19.4363,-99.072098,Licenciado Benito Juarez International Airport,7,0
Mexico,United States,Licenciado Benito Juarez International Airport,19.4363,-99.072098,33.94250107,-118.4079971,Los Angeles International Airport,7,0
Netherlands,United Arab Emirates,Amsterdam Airport Schiphol,52.308601,4.76389,24.43300056,54.65110016,Abu Dhabi International Airport,7,0
United Arab Emirates,Netherlands,Abu Dhabi International Airport,24.43300056,54.65110016,52.308601,4.76389,Amsterdam Airport Schiphol,7,0
China,China,Guangzhou Baiyun International Airport,23.39240074,113.2990036,30.57850075,103.9469986,Chengdu Shuangliu International Airport,6,0
China,China,Chongqing Jiangbei International Airport,29.71920013,106.6419983,28.18919945,113.2200012,Changsha Huanghua International Airport,6,0
China,China,Chongqing Jiangbei International Airport,29.71920013,106.6419983,40.08010101,116.5849991,Beijing Capital International Airport,6,0
China,China,Changsha Huanghua International Airport,28.18919945,113.2200012,29.71920013,106.6419983,Chongqing Jiangbei International Airport,6,0
China,China,Chengdu Shuangliu International Airport,30.57850075,103.9469986,23.39240074,113.2990036,Guangzhou Baiyun International Airport,6,0
China,China,Chengdu Shuangliu International Airport,30.57850075,103.9469986,40.08010101,116.5849991,Beijing Capital International Airport,6,0
China,China,Beijing Capital International Airport,40.08010101,116.5849991,29.71920013,106.6419983,Chongqing Jiangbei International Airport,6,0
China,China,Beijing Capital International Airport,40.08010101,116.5849991,30.57850075,103.9469986,Chengdu Shuangliu International Airport,6,0
Philippines,Philippines,Kalibo International Airport,11.67940044,122.3759995,14.5086,121.019997,Ninoy Aquino International Airport,6,0
Philippines,Philippines,Ninoy Aquino International Airport,14.5086,121.019997,11.67940044,122.3759995,Kalibo International Airport,6,0
Canada,Canada,Yellowknife Airport,62.46279907,-114.4400024,53.30970001,-113.5800018,Edmonton International Airport,6,0
South Korea,South Korea,Gimpo International Airport,37.5583,126.791,33.51129913,126.4929962,Jeju International Airport,6,0
Aruba,Venezuela,Queen Beatrix International Airport,12.5014,-70.015198,10.601194,-66.991222,Simón Bolívar International Airport,6,0
Venezuela,Aruba,Simón Bolívar International Airport,10.601194,-66.991222,12.5014,-70.015198,Queen Beatrix International Airport,6,0
China,China,Kunming Changshui International Airport,25.1019444,102.9291667,26.68000031,100.2460022,Lijiang Airport,6,0
China,China,Kunming Changshui International Airport,25.1019444,102.9291667,40.08010101,116.5849991,Beijing Capital International Airport,6,0
China,China,Beijing Capital International Airport,40.08010101,116.5849991,25.1019444,102.9291667,Kunming Changshui International Airport,6,0
United States,United States,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,35.81100082,-83.9940033,McGhee Tyson Airport,6,0
United States,United States,McGhee Tyson Airport,35.81100082,-83.9940033,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport,6,0
India,India,Kempegowda International Airport,13.1979,77.706299,19.08869934,72.86789703,Chhatrapati Shivaji International Airport,6,0
India,India,Kempegowda International Airport,13.1979,77.706299,28.5665,77.103104,Indira Gandhi International Airport,6,0
India,India,Chhatrapati Shivaji International Airport,19.08869934,72.86789703,13.1979,77.706299,Kempegowda International Airport,6,0
India,India,Chhatrapati Shivaji International Airport,19.08869934,72.86789703,28.5665,77.103104,Indira Gandhi International Airport,6,0
India,India,Indira Gandhi International Airport,28.5665,77.103104,13.1979,77.706299,Kempegowda International Airport,6,0
